Timestamp,Model,Process,Metric,Score
2025-09-19 11:13:21,Model 15,encrypted-fhe,f1,1.0000
2025-09-19 11:13:21,Model 15,Validation,Time,397.4973
2025-09-19 11:13:21,Model 15,Test,Time,0.0342
2025-09-19 11:13:21,Model 15,encrypted-fhe,Time,39.0451
2025-09-19 11:13:21,Model 15,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:13:21,Model 15,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:13:21,Model 15,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:13:21,Model 15,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:13:21,Model 15,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:33:54,Model 16,Validation,acc,0.9753
2025-09-19 11:33:54,Model 16,Validation,ps,0.9751
2025-09-19 11:33:54,Model 16,Validation,recall,0.9752
2025-09-19 11:33:54,Model 16,Validation,f1,0.9751
2025-09-19 11:33:54,Model 16,Test,acc,0.9745
2025-09-19 11:33:54,Model 16,Test,ps,0.9749
2025-09-19 11:33:54,Model 16,Test,recall,0.9747
2025-09-19 11:33:54,Model 16,Test,f1,0.9748
2025-09-19 11:33:54,Model 16,encrypted-fhe,acc,1.0000
2025-09-19 11:33:54,Model 16,encrypted-fhe,ps,1.0000
2025-09-19 11:33:54,Model 16,encrypted-fhe,recall,1.0000
2025-09-19 11:33:54,Model 16,encrypted-fhe,f1,1.0000
2025-09-19 11:33:54,Model 16,Validation,Time,429.5176
2025-09-19 11:33:54,Model 16,Test,Time,0.0220
2025-09-19 11:33:54,Model 16,encrypted-fhe,Time,31.2545
2025-09-19 11:33:54,Model 16,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:33:54,Model 16,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:33:54,Model 16,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:33:54,Model 16,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:33:54,Model 16,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:35:50,Model 17,Validation,acc,0.9358
2025-09-19 11:35:50,Model 17,Validation,ps,0.9351
2025-09-19 11:35:50,Model 17,Validation,recall,0.9342
2025-09-19 11:35:50,Model 17,Validation,f1,0.9345
2025-09-19 11:35:50,Model 17,Test,acc,0.9324
2025-09-19 11:35:50,Model 17,Test,ps,0.9321
2025-09-19 11:35:50,Model 17,Test,recall,0.9322
2025-09-19 11:35:50,Model 17,Test,f1,0.9320
2025-09-19 11:35:50,Model 17,encrypted-fhe,acc,0.9583
2025-09-19 11:35:50,Model 17,encrypted-fhe,ps,0.9500
2025-09-19 11:35:50,Model 17,encrypted-fhe,recall,0.9500
2025-09-19 11:35:50,Model 17,encrypted-fhe,f1,0.9333
2025-09-19 11:35:50,Model 17,Validation,Time,15.6353
2025-09-19 11:35:50,Model 17,Test,Time,0.0216
